Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
15,"Kelsea Ballerini, Kenny Chesney",half of my hometown (feat. Kenny Chesney),1.4804330833083494,0.1685362290842549,-0.18825978926388462,10.0,0.7422748309227473,1,-0.4333170544327151,-0.24712371526777863,-0.495157333439534,-0.1978444753504609,-0.8284160184287849,0.5191585780463303,-2.4070751991858756,4,4
16,DJ Enimoney,Sugar Daddy,0.14445631148948102,2.2167351934302215,-0.43830292516179464,1.0,-0.8995299372694514,1,0.13410073681482343,-0.7627137134660767,1.5237012259855949,-0.6129136330838412,-0.31060123704673614,-0.2942152294849061,-0.6365922149738628,4,9
17,Attawalpa,Done Hanging On - Joel Wolf Alice Remix,-1.133434513728567,-0.08522293464002363,0.26944629000686626,5.0,0.8905090807816295,1,0.17532821250437375,-0.6681841064270498,2.6284599549669885,-0.9075366935290089,-0.527749371174692,0.24845152435143858,0.8770956639449317,4,6
18,Foo Fighters,Run,0.9576595639009662,-1.0760920501348274,0.9729574859230207,4.0,-0.24366000471900276,0,0.01749483320297,-0.852101914755919,-0.06586154078589376,3.260486491469357,-1.2961196919351514,0.45493505617799523,1.3183220287726272,4,10
19,The Collective Projekt,Dama Dam Mast Kalandar,-2.004723712740873,-1.8796627352617108,0.9856715436805416,2.0,1.7816692204200264,1,-0.3369173794645174,1.3839020846148933,-0.495157333439534,-0.4548440754897361,-0.5987401073319082,1.7857872673768669,-2.407059492038801,4,0
20,Mohammed Rafi,All Line Clear,-2.353239392345795,-0.10939047404233593,-1.1333380825729351,6.0,-0.5545521758009223,1,-0.002034035668828587,1.434115656448625,-0.5083499658975398,0.28000639756309725,1.6813153010116288,0.06234888876354293,-2.4070805560595843,4,3
21,Die Apokalyptischen Reiter,Ghostriders in the Sky,0.31871415129194214,-0.7619140379047677,1.2526667565884793,5.0,1.3527910651499246,0,0.5710730839473662,-0.8262050984510004,-0.5132753213809714,-0.559891845969534,-1.2961196919351514,0.2450321381054176,0.02482683141083798,4,8
22,Volbeat,A Warrior's Call,1.0157455105017865,-1.0217150864796247,1.0195756977005972,10.0,0.9385716443208516,1,0.06814306604128641,-0.8489400897179947,-0.5145094073157671,0.39533029607139447,-0.23961050088951974,-0.45966612635920995,0.6237122161259199,3,10
23,Danny Weissfeld,◊ó◊ï◊ú ◊î◊ô◊ù,-0.959176673926106,-0.6712857651460966,-0.3238764053441073,7.0,-0.13067781516413995,1,-0.6608588651347034,0.7412617972658744,-0.5145143115817594,-0.3070236355997669,-1.225128955777935,-1.3803274092730258,0.009274059993375671,4,9
24,Metric,Combat Baby,0.3768000978927625,0.6398032474293448,1.0661939094781736,9.0,0.2973193222105664,1,-0.41988854437047757,-0.8270385501309756,-0.513721072523949,-0.6380264366825659,1.0549264525656021,0.5562301418026966,0.009435347993260465,4,10
25,Tyla Yaweh,Tommy Lee (feat. Post Malone) - Tommy Lee Remix,1.0157455105017865,-0.23627005590447553,-0.2772581935665307,10.0,0.28482128004373525,1,0.2931869351518555,-0.02581405470625905,-0.495157333439534,-0.6746890013633616,0.2949079831177566,-0.1598435066090899,0.24824527296553908,4,10
26,Underoath,A Boy Brushed Red Living In Black And White,1.0157455105017865,-0.7498302682036116,1.1424782560232989,1.0,1.3527910651499246,0,0.3695214403960037,-0.8447096387840521,-0.495157333439534,-0.3584647543630513,-0.17279569038861017,1.597484036680145,0.6803934275140047,4,8
27,Adi-Keshet Cohen,Requiem,-1.7723799263375912,-0.33294021351372477,-0.3281144245966142,1.0,-0.4702968822444318,1,-0.5412102678765418,0.9337783187081206,-0.40625094859706046,-0.5523446129678166,-1.17919377355856,0.4311009183839475,-0.149974798750018,4,6
28,Human Impact,Genetic,-1.3657783001318486,-2.218008286894083,1.036527774710625,5.0,0.07619604515122864,0,0.8190087198567282,-0.8451941722431756,-0.38255877543499506,-0.6129136330838412,-1.2710641379973104,-0.7075885568504164,0.8297000331216429,5,8
29,a crowd of rebellion,Meteor,-0.49448910111954303,-0.4175266014218178,1.1890964678008749,7.0,2.3745633593123956,0,-0.25708711613309393,-0.8520891199929927,-0.5139736826434618,1.167151514022958,-0.26466605482736083,-0.6518627176330839,-0.07343212223326277,4,10
30,Planet of Zeus,Leftovers,-0.3783172079179023,-0.5504480681345352,1.0704319287306807,11.0,1.237263901351275,1,-0.5547554348975117,-0.8522059949128418,-0.5136071545275861,-0.8604467577858824,0.14875058514701692,-0.5992515668774734,0.25013464667847524,3,8
31,Arlo Guthrie,Coming into Los Angeles (Taking Woodstock - Original Motion Picture Soundtrack) - Live,-0.6106609943211838,0.46458858676258064,0.7864846388127146,6.0,-0.012505424467017624,1,-0.5060539004278157,0.48490909449017494,-0.5094385676192039,3.002882166437322,1.0256949729714542,0.3677237792497754,-0.876266182802667,4,10
32,Give a Little Love (feat. Sufjan Stevens),"Mina Tindle, Sufjan Stevens",-0.49448910111954303,0.12020115027963028,-1.684280585398839,3.0,-0.8339669719439667,1,-0.6009070460563882,2.1438077812606915,-0.43395456182652264,-0.4847236140242423,-0.9453419368053764,0.32201911160494023,-2.4070778901993575,4,0
33,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,-2.527497232148256,-0.8465004258128606,1.0195756977005972,1.0,1.2159652689241869,1,-0.14213398528004406,1.149187495714841,0.8041863714645251,0.6801397409608491,0.048528369395652554,-0.23787999469897567,2.475759277660172,4,10
34,Our Lady Peace,Superman's Dead,0.6091438842960439,-1.7890344625030397,0.8754830431153606,1.0,-0.33338683953671255,1,-0.30359956158061063,-0.806598668757838,-0.5144958339180321,-0.670862492744616,0.4786487119952575,1.7795917457627886,0.5343932259040048,4,10
35,Reeshabh Purohit,Soona Soona,-0.02980152831298008,-0.459819795375864,-1.9894179715793396,1.0,-2.1453555182861535,1,-0.6090672276843888,1.568689878313289,-0.010963410754737035,-0.5977302925508253,-1.5800826365640168,-0.7681557053071649,-2.4070575020521017,4,0
36,Johnny Cosmic,Kingdom (with The Movement),0.14445631148948102,1.2016985385331052,-0.6756320033021842,5.0,-0.33694905079891996,0,-0.198832211682132,-0.5934927499653728,-0.19792260086765986,-0.4847236140242423,-0.176971616044917,-1.6484614594560598,0.8454025719675696,4,10
37,Sonna,Something's Gotta Give,-0.7849188341236448,0.7425152898891721,-0.8451527734024622,1.0,-0.18214001073426903,0,0.11344148841033228,0.6730953625208709,-0.495157333439534,0.31409022526856056,0.04435244373934571,-1.2794724426700892,-0.7831223628691983,4,5
38,Urban Dance Squad,Demagogue,-0.43640315451872264,0.6035519383258764,1.3459031801436323,2.0,0.30656967721171996,1,-0.19618999891887798,-0.8004894842093134,-0.5142555314902436,2.721809542657884,0.8336023927813396,-0.9437631949914321,0.4341642545470255,4,10
39,Betcha,July,0.6091438842960439,0.3860440837050656,-0.018739019163606353,6.0,0.5206136692081735,0,-0.6813556679572091,-0.8070353629384386,-0.40479714651467114,-0.9961521313805304,0.3366672396808246,-0.7689343774225954,-0.015598853703143676,4,1
40,ED.,Sonic Boom,-0.7268328875228245,2.1502744600738626,0.26944629000686626,10.0,-0.5503608498441382,1,1.1828871528801925,-0.8490459029794153,-0.4164395268679624,-0.5674458813453147,0.9254727572200898,-0.26022449888089505,0.11745222563039127,4,6
41,Corey Harper,On the Run,-0.02980152831298008,-0.7981653470082363,-0.6374898300296216,9.0,-0.09528957255944391,1,-0.6704203142425643,0.5911532709694506,-0.495157333439534,-0.886313475115355,-1.8039122517420636,-1.3303908279573726,-2.4070800366737806,4,0
42,James Taylor,Mexico,-2.4113253389466154,1.3950388537516036,-0.701060118817226,11.0,-1.3701920788190645,1,-0.6390285572700682,0.23348485242450168,-0.5145030169158501,-0.49221017252298077,1.1760282965985007,-0.22687701915484854,-0.36337034316902117,4,10
43,"Bickram Ghosh, Kala Ramnath",Rasiya,-1.3657783001318486,1.1412796900273245,-0.47644509843435723,2.0,-0.415758382734513,0,-0.49795338532264566,1.7631546255081194,-0.08308596671106089,-0.7015235903461788,-1.0497400782130477,0.3479861338890799,-2.407049048448807,1,0
44,Greta Van Fleet,Rolling In The Deep - Recorded At Spotify Studios NYC,0.8995736173001458,0.42833727765911217,-0.798534561624886,11.0,-0.7430212499881836,0,-0.6786210305239844,-0.8274772721552508,-0.5004400506435139,-0.635740342651375,-0.4108234527981003,-0.5995224093524061,0.3307786466208724,4,10
45,Thornhill,Reptile,-0.3202312613170819,-0.459819795375864,1.3670932764061672,11.0,2.098790001501196,0,1.6422474175688142,-0.8519673510027381,-0.464755680081593,1.252737103501486,-0.9536937881179901,0.08005521556224567,0.17533157644619174,4,8
46,J.I the Prince of N.Y,R&B Shit (feat. A Boogie Wit da Hoodie),1.1900033503042478,-0.006678431582508643,-0.8663428696649971,6.0,-0.8999342623419546,0,3.536329631293391,0.9160825477276497,-0.495157333439534,-0.7315265473119967,0.040176518083038855,-0.7948336890880021,0.043248225111965556,4,5
47,Cody Jinks,What Else Is New,-0.02980152831298008,-0.1879349770998509,-0.2603061165565029,8.0,0.09463365225752292,1,-0.674520073324416,-0.8440049578174664,-0.495157333439534,-0.9977430960174365,1.3973523563827632,-0.9022227303986817,-0.4387033596866405,1,10
48,R. D. Burman,"Mehbooba Mehbooba - From “Sholay Songs And Dialogues, Vol. 2” Soundtrack",-0.49448910111954303,-0.09126481949060171,-0.7858205038673651,3.0,-0.8112296091013317,1,-0.5506905117934777,2.1572117601270513,1.6788240547256255,-0.5448041701001705,-0.2688419804836677,-0.3786503710450685,-2.4070747368269467,4,3
49,R.B James,Let Me Reach That Mountain,0.14445631148948102,0.9721069142111384,-2.33693555028491,9.0,-2.2669248905086827,0,-0.22792943443270489,2.0373768759804505,2.6363335946009814,-0.5901489246145595,-1.283591914966231,-1.6157910859173445,-2.407079103123515,4,7
50,Swiss Portrait,Cassette,-0.26214531471626157,0.2893739260958164,0.29487440552190797,10.0,-0.3687778102220927,1,-0.5900341800835258,0.7412617972658744,2.7272797993848976,-0.2777698478475319,0.9421764598453172,-0.15960651944352441,0.10954911363603635,4,6
51,The Wallflowers,One Headlight,1.5385190299091698,0.9539812596594041,-0.5230633102119338,2.0,-0.47822996880070723,1,-0.6608588651347034,-0.8493589487366081,-0.4898309515821898,-0.9548927005722643,1.109213486097591,-0.513394502323916,1.194521968289627,4,10
52,Hanan Ben Ari,◊ê◊ú◊ï◊£ ◊î◊¢◊ï◊ú◊ù,0.5510579376952236,0.2410388472911918,-0.972293350977671,10.0,-0.31472798332114454,0,-0.35828237275389024,1.606758618796991,-0.495157333439534,-0.3880020595850644,-1.1123789630576504,0.16310228943837987,0.07700349937356893,4,9
53,Black Mountain,Wucan,-0.02980152831298008,-0.115432358892914,-0.2094498855264194,1.0,-0.7196404226011194,1,-0.6895627791829698,-0.7930825428507811,1.9752163243244636,-0.743094805438506,-0.18114754170122388,-0.6871399499930235,1.7743868895897237,4,10
54,Limp Bizkit,Nookie,1.3061752435058884,0.18061999878541105,1.129764198265778,11.0,0.3651956419146729,1,0.06165990956460071,-0.842639958638365,-0.16873191402943727,3.1010238227554985,-0.8451197210540123,-0.8506272389240681,0.9287769473365879,4,8
55,Garbage,#1 Crush,0.08637036488866065,0.6277194777281887,-0.150117615991322,7.0,0.0005958742958935393,0,-0.7169545347946584,-0.8517229407807135,-0.4349294374687887,0.9618873359342306,-0.17279569038861017,-0.9645842102518575,0.9396869284716521,4,10
56,The Cardigans,My Favourite Game,1.3061752435058884,0.25916450184292605,0.48558527188472106,5.0,0.3019401015983162,0,-0.6254018403863204,-0.8520370589264797,-0.507261603342989,-0.8448087241753461,-0.26049012917105396,0.6988964154733158,0.1327976267622874,4,6
57,Polo G,RAPSTAR,2.5840660687239363,1.4856671265102748,-0.5357773679694546,6.0,0.08796793160357391,1,1.9969475489317192,0.6637178039427266,-0.495157333439534,-0.4176438294107561,-0.20620309563906497,-1.410289358062418,-2.407087853765585,4,9
58,Sarcastic Sounds,say goodbye,1.0738314571026069,1.0083582233146067,-1.0485776975227963,8.0,-0.6165777242654461,1,0.17532821250437375,1.984342941429581,-0.5028611207786196,-0.27047232741953925,-0.28554568310889505,-1.0386596271458568,-1.4077216629944844,4,6
59,Evergrey,The Beholder,0.26062820469112175,-0.1879349770998509,0.9009111586304024,9.0,0.025831359126968396,0,-0.41317910511084877,-0.8451501215480399,-0.5144878583257609,-0.6685674258646674,0.04435244373934571,0.4847615837299211,1.622165579412739,4,8
60,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,2.7583239085263975,0.25916450184292605,-0.19673582776889853,5.0,-0.22456750642626114,1,-0.5968287340070911,-0.11450326500251216,-0.495157333439534,-0.6915464249477556,0.9714079394394651,0.8596752796550364,-2.4070732284001672,4,9
61,Pit Pony,Dutch Courage,-1.133434513728567,-2.574479493078189,1.0746699479831876,1.0,1.5234711705318078,1,-0.06470967845760145,-0.8521866258464929,-0.045992002329611974,0.22518231535759883,-0.26466605482736083,0.9882577446291732,0.7057962874958598,4,1
62,Vertilizar,Nobody's Favorite,-1.0753485671277467,-0.7075370742495651,1.2653808143460001,6.0,1.7664707523476566,1,-0.14739858558346725,-0.8522141573011204,0.30539209634267983,-0.4997034244142052,-0.5945641816756017,-0.9376353839960877,0.3117351420630463,4,8
63,The Blue Room Band,Emily,0.43488604449358287,-0.115432358892914,-1.684280585398839,6.0,-1.6713707956860782,1,-0.6540332451041319,2.0556750448720655,2.6284599549669885,-0.004835992625277592,-1.1207308143702641,-0.548739445302589,-2.4070632680980975,3,7
64,Fu Manchu,Eatin' Dust,0.20254225809030138,-1.5171496442270267,1.121288159760764,7.0,0.673545215765588,0,0.0486846040223202,-0.8516920595861092,-0.31215462311591763,-0.06156177046883414,-0.34818456795349756,-1.031211459085217,-0.20899468613643238,4,10
65,Primal Scream,Gentle Tuesday,-0.7849188341236448,-0.7075370742495651,1.0916220249932154,6.0,0.5383915100891639,1,-0.4306303242035267,-0.8517449989091922,-0.49417053425693436,0.9870372473254001,0.8419542440939528,0.16374554031634395,0.20943246785040537,4,1
66,Satish Vyas,Awakening The Soul 2,-1.6562080331359503,-1.6440292260891658,-0.7731064461098442,7.0,-1.411445617022255,0,-0.5913928277046853,1.792325903012065,2.729853886509682,-0.7577708915772926,0.34919501664974517,-0.5696958818004801,9.588099249722786,3,6
67,The Receiving End Of Sirens,This Armistice,-0.6687469409220042,-0.5202386438816448,0.8754830431153606,7.0,0.14893643811787774,1,-0.4925556385711482,-0.8500600754440295,-0.5123443261502506,1.3794987818793807,-1.2752400636536172,0.7897979211224884,1.690056306792817,4,10
68,Matt Schofield,Anything But Time,-0.7849188341236448,0.1685362290842549,0.26520827075435927,5.0,0.49329498118441684,0,-0.5466267658475578,-0.7935179012457365,-0.4698096833795491,-0.7145885995110249,0.9839357164083856,0.010279422957796833,0.10912285249348368,4,2
69,The Black Crowes,Sometimes Salvation,-0.20405936811544118,-1.0700501652842493,-0.0017869421535785242,4.0,0.7629603250418376,1,-0.5750977316864612,-0.8407472715453184,-0.495157333439534,-0.9509361307579303,-0.5193975198620784,0.868206817615406,0.8647225702394838,3,10
70,Rosie Flores,Simple Case of the Blues,-0.3783172079179023,0.6458451322799229,-0.13740355823380115,11.0,0.11076724774017832,0,-0.4939048806224913,0.23003382397316366,-0.5141148527327202,-0.49221017252298077,1.059102378221909,-0.5080115081346357,0.11297072334787805,4,2
71,Immortal,Blashyrkh - Mighty Ravendark,-0.20405936811544118,-1.3661025229625747,1.3882833726687018,9.0,0.3095504937019185,1,0.9656942918428261,-0.7338408891769997,1.9692189500323942,0.25948936973569187,-1.890771505393246,0.49092325003463183,0.7467864806094382,4,8
72,Asha Bhosle,Koi Mar Jaye - Deewaar / Soundtrack Version,-2.062809659341693,-0.24835382560563168,1.1000980634982294,5.0,1.201071666639487,1,3.1774151318699233,1.6595089952963538,-0.5144891958465501,0.36157591423265156,1.0632783038782159,0.22072402598023888,-2.4070551570397893,3,3
73,Make Them Suffer,Uncharted,-0.1459734215146208,-0.30273078926083435,1.036527774710625,6.0,1.1316736109449412,1,-0.07387330988630154,-0.8516611786076451,-0.49288798912091936,-0.4028098402603885,-0.9536937881179901,-0.08966145029224303,0.962658947883815,4,8
74,"Manuel de Falla, Mischa Maisky, Pavel Gililov",7 Canciones populares españolas - Arranged by Mischa Maisky: No.5: Nana,-0.02980152831298008,-2.1998826323423484,-2.756923258208349,9.0,-3.3309387883502852,0,-0.3970895272608549,2.190544628185682,2.6650970093560677,-0.9874072201292501,-1.8327261387705809,-1.0934713730102927,-2.4070850874843392,4,7
75,Walter Wolfman Washington,Steal Away,-1.2496064069302077,0.005405338118647509,-1.1926703521080324,10.0,-1.0173659514110998,0,-0.25045504835797056,0.32903376061890494,-0.495157333439534,-0.6053185245604018,-0.3607123449224181,0.8137336248446353,0.5218127619129909,4,2
76,Lazy Lester,I Made up My Mind,-0.7268328875228245,0.5370912049695176,-0.4594930214243294,7.0,-0.8235630771285698,1,-0.41988854437047757,1.0384879312921078,0.0952890390487608,3.0127482084030452,0.9171209059074761,0.2967969061268643,0.6234702841260926,4,2
77,Wanderlust,Baile Amargo,-0.9010907273252856,-1.4748564502729802,1.180620429295861,6.0,-0.03533667862577269,1,-0.38905165098714395,-0.849804305623408,-0.06359962094376168,-1.0104816970175388,0.7834912849056574,0.248519234970172,-0.40254028599818553,3,10
78,Bruce Springsteen,Dancing In the Dark,1.887034709514092,-0.09730670434117979,1.184858448548368,1.0,0.4890094746120647,0,-0.5398564699936546,-0.8017978832650429,-0.495157333439534,0.009285664771311139,0.03600059242673201,0.881173401102793,-2.407073379895681,4,10
79,Spiritbox,Constance,0.7834017240985051,-1.2392229411004352,0.044831269623998,6.0,-0.14502082763681834,0,-0.4145207363508576,-0.8370962397978076,0.08652119506047763,0.16999724894105506,-1.4798604208126525,-0.35346202087635925,0.7082271280655521,4,8
80,Villagers,A Trick of the Light,0.9576595639009662,0.12020115027963028,-0.2391160202939681,11.0,-0.2759354395152155,1,-0.674520073324416,0.9747945205310962,-0.32453444449197333,-0.3954026796527173,-0.25631420351474715,0.92440663116387,0.45289670367650237,4,1
81,Alma Zohar,Khulat Einaim,-0.959176673926106,0.40416973825679986,0.6339159457224646,11.0,0.6175979419195344,0,-0.5060539004278157,0.610198507664021,-0.5141470499831376,1.0433501244518124,0.41600982715065477,-0.9706104553191023,-0.07784450108725392,4,10
82,Itzhak Klepter,◊ì◊û◊ô◊ï◊ü ◊ó◊ï◊§◊©◊ô,-0.49448910111954303,0.35583465945217524,0.6254399072174506,4.0,-0.20129669221814525,0,-0.5669572739830623,0.3425162452128738,-0.4613238610595587,0.6081976538962454,0.6248061099659972,0.5425864521279794,0.7386068749009951,4,10
83,Blues Pills,Black Smoke,-0.49448910111954303,-1.8675789655605548,1.1679063715383402,11.0,2.0012331012755604,0,0.4958300514277605,-0.8322182518492015,-0.5140985065164443,0.2663339611181842,0.1403987338344032,1.8381275756575448,0.8009907691421495,4,10
84,The Specials,Ghost Town,0.9576595639009662,0.736473405038594,0.43896706010714454,10.0,-0.5921844446360055,0,-0.3529380741291939,-0.6403418477762431,0.9278979903515385,-0.5372705051596107,1.7481301115125385,-1.6593290137627206,0.11942224334326983,4,6
85,Charlie Hunter,Two For Bleu,-0.49448910111954303,0.36187654430275334,-0.39168471338421856,2.0,-1.214531132066721,1,-0.3435904462811151,0.18492307673884603,2.4710128198932915,-0.7794457579197815,-0.014110515448950171,-0.21577247768262178,1.5021903486412926,4,10
86,Pomegranate Tiger,Stomp the Haunted Crown,-0.7849188341236448,0.06582418662442827,1.0831459864882016,8.0,0.3062387008047532,0,0.38220358490509426,-0.8521217687718481,2.1257464394240775,2.243954265718908,-0.9035826802423079,-0.08955988436414337,1.696047003931395,4,8
87,The Struts,Body Talks,0.7253157774976847,-0.036887855835399025,1.0916220249932154,10.0,1.4389948119067477,0,2.3539217601601865,-0.8262050984510004,-0.495157333439534,1.018368878886877,1.4892227208215139,2.133142741477615,-0.3661352803099034,4,10
88,Testament,Night of the Witch,0.26062820469112175,-0.6410763408932063,1.4094734689312367,11.0,0.7300266581075359,1,0.8190087198567282,-0.8522134072431892,0.2420160009133623,0.8668972558699852,-1.872397432505496,-0.15730435840659898,2.1097161619216314,4,8
89,YBN Nahmir,Opp Stoppa (feat. Lil Eazzyy),0.7253157774976847,1.7696357144874437,-1.25200262164313,7.0,1.0363216126871513,1,0.6210118980187064,-0.7231156671858795,-0.495157333439534,-0.25589632082037683,-1.145786368308105,-1.5128709454430485,-0.8469924108235769,4,5
90,Understand It,The Franklin Electric,-0.1459734215146208,-0.38731717716892744,-0.349304520859149,2.0,-0.43586450390204584,1,-0.48985754359183364,1.2297387099333295,-0.514458135734738,-0.8323192716534002,-0.4275271554233277,-0.9039832064857423,-2.4070774301445312,4,0
91,Filthy Gears,Magneto,-1.5400361399343097,1.3104524658435106,-0.5527294449794824,9.0,-0.5440604017749092,1,-0.45752080276686796,-0.8031066704353939,2.1576226161900136,-0.49221017252298077,-1.4506289412185045,0.5885281069383805,-0.1350210970464135,4,5
92,Bush,Mad Love,-0.49448910111954303,-1.0700501652842493,0.26944629000686626,4.0,0.9433017606078647,1,-0.5859590263031268,-0.8478909122115769,-0.514003402327938,-0.6586293919673947,-1.0038048959936723,0.48848566776024055,0.3442922768969341,4,10
93,Eden Ben Zaken,◊™◊®◊ô◊û◊ï,-0.7849188341236448,1.648798017475882,0.9687194666705137,11.0,2.2893361792976865,0,-0.2199878428544838,-0.22027880190108975,-0.5134635225268108,1.252737103501486,-0.31060123704673614,0.07795618638151998,-0.44953269682176233,4,9
94,Alfie Templeman,Shady,-0.02980152831298008,1.4856671265102748,0.3414926172994845,6.0,0.32584379867538094,0,0.11473358287689434,-0.7501933224767705,-0.4407827235694486,1.902042049415336,0.5955746303718492,-0.43024586251968266,-0.38865799743667284,4,6
95,Lords Of The New Church,Dance With Me,-0.3783172079179023,-0.09126481949060171,1.0958600442457225,6.0,0.4193693462891554,0,-0.10402458634811024,-0.8480187398212606,0.6224804486097372,-0.41022355297913715,1.1760282965985007,0.40022487624165853,-0.037418815973272276,4,10
96,Long Beach Dub Allstars,Owens Brothers,0.08637036488866065,0.4706304716131587,0.9941475821855554,7.0,-0.26391475363967465,0,-0.6063466398619501,-0.2935270139815637,-0.5027128579859355,0.1492088091420567,1.7523060371688453,1.3349699678519578,-0.15769358160164745,4,10
97,Nick Cave & The Bad Seeds,Deanna,-0.20405936811544118,-0.773997807605924,1.176382410043354,6.0,0.7789934023924336,1,0.1508640096811864,-0.8306812652178847,-0.495157333439534,-0.3070236355997669,-0.19785124432645126,0.3959929625708405,0.1922322547198341,4,6
98,Menta,Ocho Domingos,-0.9010907273252856,-0.5806574923874255,0.6254399072174506,2.0,1.0457339467983366,1,-0.5222689723649303,-0.8505893014601327,-0.5144185058907791,-0.018981484054094982,-0.6697308434891247,1.124863917923181,-0.6241845595541539,4,6
99,Oakwood Station,From This Day Until Forever,-0.02980152831298008,-0.8585841955140167,-2.0741783566294787,5.0,-1.5346753738133216,1,-0.46963834993361625,2.146044607493694,-0.4677972778829221,-0.3584647543630513,-1.408869684655436,-1.4575513699381144,-2.407075212434533,4,7
100,Sara Evans,A Little Bit Stronger,1.0157455105017865,-0.042929740685977096,-0.052643173183662004,2.0,0.5022474959079729,1,-0.579169732085741,0.24382177160038038,-0.5145326406996614,-0.7307558975314847,-0.8284160184287849,0.8543261407751228,-2.4070617287577423,4,4
101,Junge Junge,I Don't Love You (I'm Just Lonely) - Acoustic,0.31871415129194214,1.6608817871770383,-0.874818908170011,6.0,-0.07499677729856041,1,-0.5209170005016385,1.7971690864293248,-0.5141742939738645,-0.4325041199740949,1.2428431070994101,-0.29465534850667086,-2.407084436572054,4,0
